datetime,consumption_kWh,temperature_C,hour,day_of_week,is_weekend,is_holiday
2015-01-01 00:00:00+00:00,0.9409605698361349,-1.9,0,3,False,True
2015-01-01 01:00:00+00:00,0.8737556212894594,-1.9,1,3,False,True
2015-01-01 02:00:00+00:00,0.8808291968429063,-1.9,2,3,False,True
2015-01-01 03:00:00+00:00,0.8987072687076723,-2.1,3,3,False,True
2015-01-01 04:00:00+00:00,0.94219015950332,-2.1,4,3,False,True
2015-01-01 05:00:00+00:00,1.0607855347749149,-2.1,5,3,False,True
2015-01-01 06:00:00+00:00,1.6463269382513106,-2.8,6,3,False,True
2015-01-01 07:00:00+00:00,1.8614414753742574,-2.8,7,3,False,True
2015-01-01 08:00:00+00:00,1.443098922106342,-2.8,8,3,False,True
2015-01-01 09:00:00+00:00,1.1280214410460632,-0.7,9,3,False,True
2015-01-01 10:00:00+00:00,1.0452682284509383,-0.7,10,3,False,True
2015-01-01 11:00:00+00:00,1.0452196751750247,-0.7,11,3,False,True
2015-01-01 12:00:00+00:00,1.2101624154057735,4.8,12,3,False,True
2015-01-01 13:00:00+00:00,0.9026015926602662,4.8,13,3,False,True
2015-01-01 14:00:00+00:00,0.7986019720196873,4.8,14,3,False,True
2015-01-01 15:00:00+00:00,0.8098182367104938,6.3,15,3,False,True
2015-01-01 16:00:00+00:00,0.9685380796679608,6.3,16,3,False,True
2015-01-01 17:00:00+00:00,1.5038548399557161,6.3,17,3,False,True
2015-01-01 18:00:00+00:00,1.8346222665624727,2.8,18,3,False,True
2015-01-01 19:00:00+00:00,1.9098403112958473,2.8,19,3,False,True
2015-01-01 20:00:00+00:00,1.7479389261352931,2.8,20,3,False,True
2015-01-01 21:00:00+00:00,1.3991627375766462,3.0,21,3,False,True
2015-01-01 22:00:00+00:00,1.0520258461406378,3.0,22,3,False,True
2015-01-01 23:00:00+00:00,0.7843545326481578,3.0,23,3,False,True
2015-01-02 00:00:00+00:00,0.6045561727547482,3.8,0,4,False,False
2015-01-02 01:00:00+00:00,0.560831919422824,3.8,1,4,False,False
2015-01-02 02:00:00+00:00,0.5513675481693328,3.8,2,4,False,False
2015-01-02 03:00:00+00:00,0.5478177351375926,4.1,3,4,False,False
2015-01-02 04:00:00+00:00,0.588993613100812,4.1,4,4,False,False
2015-01-02 05:00:00+00:00,0.6906245937531008,4.1,5,4,False,False
2015-01-02 06:00:00+00:00,1.0989402685719711,3.6,6,4,False,False
2015-01-02 07:00:00+00:00,1.4033525183029023,3.6,7,4,False,False
2015-01-02 08:00:00+00:00,1.019595083257862,3.6,8,4,False,False
2015-01-02 09:00:00+00:00,0.7838457814208821,3.9,9,4,False,False
2015-01-02 10:00:00+00:00,0.7693945359618057,3.9,10,4,False,False
2015-01-02 11:00:00+00:00,0.7336352361255072,3.9,11,4,False,False
2015-01-02 12:00:00+00:00,1.0323102258251664,5.5,12,4,False,False
2015-01-02 13:00:00+00:00,0.7760082469030056,5.5,13,4,False,False
2015-01-02 14:00:00+00:00,0.6984362790220314,5.5,14,4,False,False
2015-01-02 15:00:00+00:00,0.6694293778070552,7.7,15,4,False,False
2015-01-02 16:00:00+00:00,0.8371539973998623,7.7,16,4,False,False
2015-01-02 17:00:00+00:00,1.2235684140594987,7.7,17,4,False,False
2015-01-02 18:00:00+00:00,1.4030611030567055,7.8,18,4,False,False
2015-01-02 19:00:00+00:00,1.4904282597866962,7.8,19,4,False,False
2015-01-02 20:00:00+00:00,1.1360739004816287,7.8,20,4,False,False
2015-01-02 21:00:00+00:00,0.9862062316642116,7.7,21,4,False,False
2015-01-02 22:00:00+00:00,0.7034840307260053,7.7,22,4,False,False
2015-01-02 23:00:00+00:00,0.5308568333932837,7.7,23,4,False,False
2015-01-03 00:00:00+00:00,0.4337798011852531,7.8,0,5,True,False
2015-01-03 01:00:00+00:00,0.36045491871825747,7.8,1,5,True,False
2015-01-03 02:00:00+00:00,0.3776736927475071,7.8,2,5,True,False
2015-01-03 03:00:00+00:00,0.17182307118656537,11.8,3,5,True,False
2015-01-03 04:00:00+00:00,0.22255385799663444,11.8,4,5,True,False
2015-01-03 05:00:00+00:00,0.3500926587658743,11.8,5,5,True,False
2015-01-03 06:00:00+00:00,0.8246934816160941,11.7,6,5,True,False
2015-01-03 07:00:00+00:00,1.051098365896252,11.7,7,5,True,False
2015-01-03 08:00:00+00:00,0.6473058217336529,11.7,8,5,True,False
2015-01-03 09:00:00+00:00,0.43319732773127334,12.1,9,5,True,False
2015-01-03 10:00:00+00:00,0.3913768210545186,12.1,10,5,True,False
2015-01-03 11:00:00+00:00,0.40377924369710544,12.1,11,5,True,False
2015-01-03 12:00:00+00:00,0.7515517918429564,12.5,12,5,True,False
2015-01-03 13:00:00+00:00,0.5448943781417451,12.5,13,5,True,False
2015-01-03 14:00:00+00:00,0.4156606305718674,12.5,14,5,True,False
2015-01-03 15:00:00+00:00,0.46539388605400345,13.0,15,5,True,False
2015-01-03 16:00:00+00:00,0.6868133521390086,13.0,16,5,True,False
2015-01-03 17:00:00+00:00,1.1745932015713954,13.0,17,5,True,False
2015-01-03 18:00:00+00:00,1.3152473319756979,12.3,18,5,True,False
2015-01-03 19:00:00+00:00,1.50175260219928,12.3,19,5,True,False
2015-01-03 20:00:00+00:00,1.11988998137762,12.3,20,5,True,False
2015-01-03 21:00:00+00:00,0.8516147307973747,12.4,21,5,True,False
2015-01-03 22:00:00+00:00,0.5599383791514814,12.4,22,5,True,False
2015-01-03 23:00:00+00:00,0.3553776033466885,12.4,23,5,True,False
2015-01-04 00:00:00+00:00,0.23960591356979058,11.6,0,6,True,False
2015-01-04 01:00:00+00:00,0.19790831016046556,11.6,1,6,True,False
2015-01-04 02:00:00+00:00,0.16338710289125963,11.6,2,6,True,False
2015-01-04 03:00:00+00:00,0.23178069566109558,10.8,3,6,True,False
2015-01-04 04:00:00+00:00,0.2809575177506199,10.8,4,6,True,False
2015-01-04 05:00:00+00:00,0.3850663787173132,10.8,5,6,True,False
2015-01-04 06:00:00+00:00,0.8535327898966169,10.4,6,6,True,False
2015-01-04 07:00:00+00:00,0.9716153387272559,10.4,7,6,True,False
2015-01-04 08:00:00+00:00,0.7327508277013621,10.4,8,6,True,False
2015-01-04 09:00:00+00:00,0.5278564765732585,10.4,9,6,True,False
2015-01-04 10:00:00+00:00,0.49344946036127413,10.4,10,6,True,False
2015-01-04 11:00:00+00:00,0.4550232982982323,10.4,11,6,True,False
2015-01-04 12:00:00+00:00,0.7388729962886122,12.1,12,6,True,False
2015-01-04 13:00:00+00:00,0.5362016813014253,12.1,13,6,True,False
2015-01-04 14:00:00+00:00,0.46013884658944565,12.1,14,6,True,False
2015-01-04 15:00:00+00:00,0.5381365899640772,11.3,15,6,True,False
2015-01-04 16:00:00+00:00,0.6775179132756877,11.3,16,6,True,False
2015-01-04 17:00:00+00:00,1.1632297088212347,11.3,17,6,True,False
2015-01-04 18:00:00+00:00,1.4064071182569708,10.4,18,6,True,False
2015-01-04 19:00:00+00:00,1.579258116823102,10.4,19,6,True,False
2015-01-04 20:00:00+00:00,1.1413870798367458,10.4,20,6,True,False
2015-01-04 21:00:00+00:00,0.9855828655496983,9.6,21,6,True,False
2015-01-04 22:00:00+00:00,0.6592170257888657,9.6,22,6,True,False
2015-01-04 23:00:00+00:00,0.4258520033558201,9.6,23,6,True,False
2015-01-05 00:00:00+00:00,0.36296120277064575,8.8,0,0,False,False
2015-01-05 01:00:00+00:00,0.31195791454134914,8.8,1,0,False,False
2015-01-05 02:00:00+00:00,0.31003835092481846,8.8,2,0,False,False
2015-01-05 03:00:00+00:00,0.3782405964996864,7.4,3,0,False,False
2015-01-05 04:00:00+00:00,0.41584629257949585,7.4,4,0,False,False
2015-01-05 05:00:00+00:00,0.5236903201585196,7.4,5,0,False,False
2015-01-05 06:00:00+00:00,0.9630049919215631,6.5,6,0,False,False
2015-01-05 07:00:00+00:00,1.1388975228850273,6.5,7,0,False,False
2015-01-05 08:00:00+00:00,0.8701614286500198,6.5,8,0,False,False
2015-01-05 09:00:00+00:00,0.7330810171362907,5.5,9,0,False,False
2015-01-05 10:00:00+00:00,0.7080082532711842,5.5,10,0,False,False
2015-01-05 11:00:00+00:00,0.6780551117245571,5.5,11,0,False,False
2015-01-05 12:00:00+00:00,1.0140142636752967,5.9,12,0,False,False
2015-01-05 13:00:00+00:00,0.8031388521058458,5.9,13,0,False,False
2015-01-05 14:00:00+00:00,0.6666245756940192,5.9,14,0,False,False
2015-01-05 15:00:00+00:00,0.7494034378023926,6.0,15,0,False,False
2015-01-05 16:00:00+00:00,0.9018069062982309,6.0,16,0,False,False
2015-01-05 17:00:00+00:00,1.4381621056242642,5.7,17,0,False,False
2015-01-05 18:00:00+00:00,1.5284583421131328,5.2,18,0,False,False
2015-01-05 19:00:00+00:00,1.6646005772516848,5.1,19,0,False,False
2015-01-05 20:00:00+00:00,1.368264411514738,4.6,20,0,False,False
2015-01-05 21:00:00+00:00,1.1332528784952187,4.4,21,0,False,False
2015-01-05 22:00:00+00:00,0.9285705703628755,4.0,22,0,False,False
2015-01-05 23:00:00+00:00,0.7162789954903016,3.9,23,0,False,False
2015-01-06 00:00:00+00:00,0.6129103194704305,3.9,0,1,False,False
2015-01-06 01:00:00+00:00,0.5381795940890395,4.1,1,1,False,False
2015-01-06 02:00:00+00:00,0.5505209573320208,4.2,2,1,False,False
2015-01-06 03:00:00+00:00,0.5294861170290579,4.2,3,1,False,False
